ID,AcousticID,DateTime,X,Y,D,Lat,Long,Easting,Northing,n,HPE,HPEm,DRX,URX,DateTimeUTC
Ref1,65054,2014-04-25T18:12:48Z,656.23,366.47,0.4,51.613922,-124.150911,420312.6658869216,5718726.320441265,1,11.7,0.9,R24 R25 R26,R24 R25 R26,2014-04-25T18:12:48Z
Ref6,65057,2014-04-25T18:15:37Z,995.48,628.48,9.754,51.616277,-124.146013,420655.8924073104,5718982.892185751,2,11.9,0.2,R27 R28 R29 R30 R31,R27 R28 R29 R30,2014-04-25T18:15:37Z
Ref2,65056,2014-04-25T18:19:26Z,1213.49,1424.85,0.25,51.623435,-124.142865,420886.28627180675,5719775.524568261,4,12.5,7.6,R00 R01 R03 R05 R07 R08,R00 R03 R05 R07 R08,2014-04-25T18:19:26Z
Ref5,25316,2014-04-25T18:22:39Z,1262.03,1718.25,0.45,51.626072,-124.142164,420939.3945317477,5720068.028430948,8,10.7,1.1,R01 R03 R34 R35 R36 R37,R01 R34 R35 R36 R37,2014-04-25T18:22:39Z
Ref3,65055,2014-04-25T18:22:40Z,1099.52,1180.66,0.488,51.62124,-124.144511,420768.5238799433,5719533.200517454,8,10.8,0.7,R09 R10 R11 R12 R13 R14,R09 R10 R11 R12 R13 R14,2014-04-25T18:22:40Z
Ref1,65054,2014-04-25T18:23:17Z,655.57,367.01,0.4,51.613927,-124.15092,420312.0515160751,5718726.886305846,1,11.7,0.5,R24 R25 R26,R24 R25 R26,2014-04-25T18:23:17Z
Ref6,65057,2014-04-25T18:24:01Z,995.31,628.33,9.754,51.616275,-124.146016,420655.6812211403,5718982.673021691,2,11.9,0,R27 R28 R29 R30 R31,R27 R28 R29 R30,2014-04-25T18:24:01Z
Ref5,25316,2014-04-25T18:31:43Z,1262.09,1717.82,0.45,51.626068,-124.142163,420939.4567966623,5720067.582506306,8,10.7,0.7,R01 R34 R35 R36 R37,R01 R34 R35 R36 R37,2014-04-25T18:31:43Z
Ref6,65057,2014-04-25T18:32:25Z,995.5,628.31,9.754,51.616275,-124.146013,420655.8889195658,5718982.669764803,2,11.9,0.2,R27 R28 R29 R30,R27 R28 R29 R30,2014-04-25T18:32:25Z
Ref1,65054,2014-04-25T18:32:33Z,655.79,366.78,0.4,51.613925,-124.150917,420312.25572258304,5718726.660614183,1,11.7,0.5,R24 R25 R26,R24 R25 R26,2014-04-25T18:32:33Z
Ref3,65055,2014-04-25T18:33:17Z,1099.45,1180.68,0.488,51.62124,-124.144512,420768.4546546815,5719533.201601615,6,10.8,0.7,R07 R09 R10 R11 R12 R14,R09 R10 R11 R12 R14,2014-04-25T18:33:17Z
Ref2,65056,2014-04-25T18:37:31Z,1219.28,1423.89,0.25,51.623426,-124.142782,420892.01603967656,5719774.433821529,1,17.1,1.8,R00 R01 R03 R05 R08 R37,R00 R05 R08,2014-04-25T18:37:31Z
Ref6,65057,2014-04-25T18:40:49Z,995.4,628.35,9.754,51.616276,-124.146014,420655.8214306311,5718982.782060905,2,11.9,0.1,R27 R28 R29 R30,R27 R28 R29 R30,2014-04-25T18:40:49Z
Ref5,25316,2014-04-25T18:41:28Z,1262.23,1717.87,0.45,51.626068,-124.142161,420939.59523250896,5720067.58034252,8,10.7,0.8,R01 R03 R34 R35 R36 R37,R01 R34 R35 R36 R37,2014-04-25T18:41:28Z
Ref1,65054,2014-04-25T18:42:39Z,655.66,366.86,0.4,51.613925,-124.150919,420312.1172498672,5718726.662794774,1,11.7,0.4,R24 R25 R26,R24 R25 R26,2014-04-25T18:42:39Z
Ref6,65057,2014-04-25T18:49:14Z,995.52,628.48,9.754,51.616277,-124.146013,420655.8924073104,5718982.892185751,2,11.9,0.3,R27 R28 R29 R30,R27 R28 R29 R30,2014-04-25T18:49:14Z
Ref1,65054,2014-04-25T18:51:09Z,655.64,366.6,0.4,51.613923,-124.150919,420312.1137473044,5718726.440373999,1,11.7,0.3,R24 R25 R26,R24 R25 R26,2014-04-25T18:51:09Z
Ref5,25316,2014-04-25T18:52:34Z,1262.05,1716.92,0.45,51.62606,-124.142164,420939.37367272016,5720066.693902697,8,10.7,0.2,R01 R03 R34 R35 R36 R37,R01 R34 R35 R36 R37,2014-04-25T18:52:34Z
Ref3,65055,2014-04-25T18:53:25Z,1099.26,1180.51,0.488,51.621238,-124.144515,420768.24349547666,5719532.982432948,8,10.8,0.9,R09 R10 R11 R12 R13 R14,R09 R10 R11 R12 R13 R14,2014-04-25T18:53:25Z
Ref6,65057,2014-04-25T18:57:40Z,995.28,628.56,9.754,51.616277,-124.146016,420655.684708894,5718982.895442639,1,12.3,0.2,R27 R28 R29,R27 R28 R29,2014-04-25T18:57:40Z
Ref1,65054,2014-04-25T18:59:45Z,655.59,366.96,0.4,51.613926,-124.15092,420312.0497647922,5718726.775095458,1,11.7,0.4,R24 R25 R26,R24 R25 R26,2014-04-25T18:59:45Z
Ref5,25316,2014-04-25T19:03:05Z,1262.13,1717.26,0.45,51.626063,-124.142163,420939.4481054085,5720067.026452866,8,10.7,0.2,R01 R03 R34 R35 R36 R37,R01 R34 R35 R36 R37,2014-04-25T19:03:05Z
Ref2,65056,2014-04-25T19:05:02Z,1221.39,1422.89,0.25,51.623417,-124.142751,420894.1462681475,5719773.399368677,2,13.9,0.5,R01 R03 R05 R07 R08 R10,R05 R07 R08 R10,2014-04-25T19:05:02Z
Ref6,65057,2014-04-25T19:06:07Z,995.44,628.45,9.754,51.616277,-124.146014,420655.8231745049,5718982.89327138,2,11.9,0.2,R27 R28 R29 R30 R31,R27 R28 R29 R30,2014-04-25T19:06:07Z
Ref1,65054,2014-04-25T19:08:35Z,655.77,366.9,0.4,51.613926,-124.150918,420312.18823750503,5718726.772914865,1,11.7,0.5,R24 R25 R26,R24 R25 R26,2014-04-25T19:08:35Z
Ref5,25316,2014-04-25T19:12:23Z,1261.87,1717.44,0.45,51.626064,-124.142166,420939.2421898683,5720067.14090924,8,10.7,0.3,R01 R03 R34 R35 R36 R37,R01 R34 R35 R36 R37,2014-04-25T19:12:23Z
Ref2,65056,2014-04-25T19:14:11Z,1220.24,1423.27,0.25,51.62342,-124.142768,420892.9747122193,5719773.751402774,2,13.9,0.7,R01 R03 R05 R07 R08 R10,R05 R07 R08 R10,2014-04-25T19:14:11Z
Ref6,65057,2014-04-25T19:14:38Z,995.54,628.48,9.754,51.616277,-124.146012,420655.9616401158,5718982.891100124,2,11.9,0.3,R27 R28 R29 R30,R27 R28 R29 R30,2014-04-25T19:14:38Z
Ref1,65054,2014-04-25T19:17:50Z,655.73,366.79,0.4,51.613925,-124.150918,420312.1864862252,5718726.661704478,1,11.7,0.4,R24 R25 R26,R24 R25 R26,2014-04-25T19:17:50Z
Ref5,25316,2014-04-25T19:22:36Z,1262.17,1717.08,0.45,51.626061,-124.142162,420939.51384684024,5720066.8029496,8,10.7,0.2,R01 R03 R34 R35 R36 R37,R01 R34 R35 R36 R37,2014-04-25T19:22:36Z
Ref3,65055,2014-04-25T19:23:14Z,1099.54,1181.03,0.488,51.621243,-124.144511,420768.5291050652,5719533.534149191,6,10.8,0.4,R07 R09 R10 R11 R12 R14,R09 R10 R11 R12 R14,2014-04-25T19:23:14Z
Ref6,65057,2014-04-25T19:23:17Z,995.34,628.45,9.754,51.616277,-124.146015,420655.75394169946,5718982.894357009,2,11.9,0.1,R27 R28 R29 R30,R27 R28 R29 R30,2014-04-25T19:23:17Z
Ref1,65054,2014-04-25T19:28:00Z,655.36,366.58,0.4,51.613923,-124.150923,420311.8368018623,5718726.444735194,1,11.6,0,R24 R25 R26,R24 R25 R26,2014-04-25T19:28:00Z
Ref5,25316,2014-04-25T19:31:19Z,1262.01,1717.08,0.45,51.626061,-124.142164,420939.3754109723,5720066.805113386,4,11.4,0.1,R01 R03 R04 R34 R36 R37,R01 R03 R04 R34 R36 R37,2014-04-25T19:31:19Z
Ref6,65057,2014-04-25T19:32:12Z,995.44,628.47,9.754,51.616277,-124.146014,420655.8231745049,5718982.89327138,2,11.9,0.2,R27 R28 R29 R30,R27 R28 R29 R30,2014-04-25T19:32:12Z
Ref3,65055,2014-04-25T19:34:05Z,1099.54,1181.15,0.488,51.621244,-124.144511,420768.53084677254,5719533.6453597685,8,10.8,0.2,R09 R10 R11 R12 R13 R14,R09 R10 R11 R12 R13 R14,2014-04-25T19:34:05Z
Ref5,25316,2014-04-25T19:40:21Z,1261.86,1716.82,0.45,51.626059,-124.142167,420939.1642806543,5720066.585937698,8,10.7,0.3,R01 R03 R34 R35 R36 R37,R01 R34 R35 R36 R37,2014-04-25T19:40:21Z
Ref6,65057,2014-04-25T19:41:37Z,995.33,628.43,9.754,51.616276,-124.146015,420655.7521978241,5718982.783146534,2,11.9,0.1,R27 R28 R29 R30,R27 R28 R29 R30,2014-04-25T19:41:37Z
Ref3,65055,2014-04-25T19:44:05Z,1099.53,1181.02,0.488,51.621243,-124.144511,420768.5291050652,5719533.534149191,8,10.8,0.4,R09 R10 R11 R12 R13 R14,R09 R10 R11 R12 R13 R14,2014-04-25T19:44:05Z
Ref2,65056,2014-04-25T19:46:43Z,1221.35,1422.09,0.25,51.62341,-124.142752,420894.0648726117,5719772.621976715,1,16.7,1,R00 R01 R03 R05 R08 R37,R00 R05 R08,2014-04-25T19:46:43Z
Ref5,25316,2014-04-25T19:50:01Z,1262.16,1717.36,0.45,51.626064,-124.142162,420939.51906158775,5720067.136581661,8,10.7,0.3,R01 R03 R34 R35 R36 R37,R01 R34 R35 R36 R37,2014-04-25T19:50:01Z
Ref6,65057,2014-04-25T19:52:03Z,995.47,628.45,9.754,51.616277,-124.146013,420655.8924073104,5718982.892185751,2,11.9,0.2,R27 R28 R29 R30 R31,R27 R28 R29 R30,2014-04-25T19:52:03Z
Ref3,65055,2014-04-25T19:55:41Z,1099.57,1180.98,0.488,51.621243,-124.14451,420768.59833031887,5719533.53306503,8,10.8,0.4,R09 R10 R11 R12 R13 R14,R09 R10 R11 R12 R13 R14,2014-04-25T19:55:41Z
Ref5,25316,2014-04-25T20:00:58Z,1261.96,1720.32,0.45,51.62609,-124.142165,420939.3566024049,5720070.031305224,5,10.7,3.2,R01 R03 R34 R35 R36 R37,R01 R34 R35 R36 R37,2014-04-25T20:00:58Z
Ref6,65057,2014-04-25T20:01:13Z,995.5,628.29,9.754,51.616275,-124.146013,420655.8889195658,5718982.669764803,2,11.9,0.2,R27 R28 R29 R30 R31,R27 R28 R29 R30,2014-04-25T20:01:13Z
Ref3,65055,2014-04-25T20:07:10Z,1099.52,1181.04,0.488,51.621243,-124.144511,420768.5291050652,5719533.534149191,8,10.8,0.3,R09 R10 R11 R12 R13 R14,R09 R10 R11 R12 R13 R14,2014-04-25T20:07:10Z
Ref6,65057,2014-04-25T20:11:10Z,995.47,628.48,9.754,51.616277,-124.146013,420655.8924073104,5718982.892185751,2,11.9,0.2,R27 R28 R29 R30,R27 R28 R29 R30,2014-04-25T20:11:10Z
Ref5,25316,2014-04-25T20:11:11Z,1261.79,1717.05,0.45,51.626061,-124.142168,420939.09853923286,5720066.809440971,5,10.7,0.2,R02 R34 R35 R36 R37,R02 R34 R35 R36 R37,2014-04-25T20:11:11Z
Ref3,65055,2014-04-25T20:18:25Z,1099.42,1180.54,0.488,51.621239,-124.144513,420768.38368771307,5719533.0914752,8,10.8,0.9,R09 R10 R11 R12 R13 R14,R09 R10 R11 R12 R13 R14,2014-04-25T20:18:25Z
Ref5,25316,2014-04-25T20:19:51Z,1261.86,1717.16,0.45,51.626062,-124.142167,420939.1694954245,5720066.91956976,4,10.8,0.1,R03 R34 R35 R36 R37,R34 R35 R36 R37,2014-04-25T20:19:51Z
Ref6,65057,2014-04-25T20:22:40Z,995.37,628.39,9.754,51.616276,-124.146015,420655.7521978241,5718982.783146534,2,11.9,0.1,R27 R28 R29 R30,R27 R28 R29 R30,2014-04-25T20:22:40Z
Ref2,65056,2014-04-25T20:26:53Z,1219.62,1423.63,0.25,51.623424,-124.142777,420892.358671144,5719774.205987756,5,11.6,1.4,R00 R03 R05 R06 R07 R08,R00 R03 R05 R06 R07 R08,2014-04-25T20:26:53Z
Ref5,25316,2014-04-25T20:28:50Z,1261.61,1717,0.45,51.62606,-124.14217,420938.95836510375,5720066.700394082,1,11.6,0.4,R34 R35 R36,R34 R35 R36,2014-04-25T20:28:50Z
Ref3,65055,2014-04-25T20:29:10Z,1099.57,1181.38,0.488,51.621246,-124.14451,420768.6035554364,5719533.866696767,8,10.8,0.1,R09 R10 R11 R12 R13 R14,R09 R10 R11 R12 R13 R14,2014-04-25T20:29:10Z
Ref6,65057,2014-04-25T20:33:57Z,995.37,628.46,9.754,51.616277,-124.146015,420655.75394169946,5718982.894357009,2,11.9,0.1,R27 R28 R29 R30,R27 R28 R29 R30,2014-04-25T20:33:57Z
Ref5,25316,2014-04-25T20:38:24Z,1262.07,1717.12,0.45,51.626061,-124.142164,420939.3754109723,5720066.805113386,4,10.8,0.1,R03 R34 R35 R36 R37,R34 R35 R36 R37,2014-04-25T20:38:24Z
Ref3,65055,2014-04-25T20:38:58Z,1099.56,1181.55,0.488,51.621248,-124.14451,420768.6070388482,5719534.089117923,8,10.8,0.2,R09 R10 R11 R12 R13 R14,R09 R10 R11 R12 R13 R14,2014-04-25T20:38:58Z
Ref6,65057,2014-04-25T20:44:47Z,995.28,628.48,9.754,51.616277,-124.146016,420655.684708894,5718982.895442639,2,11.9,0.1,R27 R28 R29 R30,R27 R28 R29 R30,2014-04-25T20:44:47Z
Ref5,25316,2014-04-25T20:49:08Z,1261.91,1717.4,0.45,51.626064,-124.142166,420939.2421898683,5720067.14090924,4,10.8,0.3,R34 R35 R36 R37,R34 R35 R36 R37,2014-04-25T20:49:08Z
Ref3,65055,2014-04-25T20:50:11Z,1099.62,1181.55,0.488,51.621248,-124.14451,420768.6070388482,5719534.089117923,8,10.8,0.2,R09 R10 R11 R12 R13 R14,R09 R10 R11 R12 R13 R14,2014-04-25T20:50:11Z
Ref6,65057,2014-04-25T20:54:43Z,995.53,628.52,9.754,51.616277,-124.146013,420655.8924073104,5718982.892185751,2,11.9,0.3,R27 R28 R29 R30,R27 R28 R29 R30,2014-04-25T20:54:43Z
Ref5,25316,2014-04-25T20:58:53Z,1261.92,1717.17,0.45,51.626062,-124.142166,420939.23871335783,5720066.918487864,5,10.8,0,R03 R04 R34 R35 R36 R37,R03 R04 R34 R35 R36 R37,2014-04-25T20:58:53Z
Ref3,65055,2014-04-25T21:00:53Z,1099.69,1181.63,0.488,51.621248,-124.144508,420768.74548934394,5719534.0869496055,8,10.8,0.3,R09 R10 R11 R12 R13 R14,R09 R10 R11 R12 R13 R14,2014-04-25T21:00:53Z
Ref6,65057,2014-04-25T21:06:11Z,995.52,628.46,9.754,51.616277,-124.146013,420655.8924073104,5718982.892185751,2,11.9,0.3,R27 R28 R29 R30,R27 R28 R29 R30,2014-04-25T21:06:11Z
Ref5,25316,2014-04-25T21:10:00Z,1261.96,1717.36,0.45,51.626064,-124.142165,420939.3114077986,5720067.139827344,9,10.6,0.2,R01 R02 R34 R35 R36 R37,R01 R02 R34 R35 R36 R37,2014-04-25T21:10:00Z
Ref3,65055,2014-04-25T21:10:33Z,1099.55,1181.33,0.488,51.621246,-124.144511,420768.5343301872,5719533.867780927,8,10.8,0.1,R09 R10 R11 R12 R13 R14,R09 R10 R11 R12 R13 R14,2014-04-25T21:10:33Z
Ref2,65056,2014-04-25T21:16:36Z,1219.24,1423.77,0.25,51.623425,-124.142782,420892.0143005478,5719774.322610895,5,11.6,1.8,R00 R03 R05 R06 R07 R08,R00 R03 R05 R06 R07 R08,2014-04-25T21:16:36Z
Ref6,65057,2014-04-25T21:17:24Z,995.1,628.47,9.754,51.616277,-124.146019,420655.4770104795,5718982.898699535,2,11.9,0.2,R27 R28 R29 R30,R27 R28 R29 R30,2014-04-25T21:17:24Z
Ref5,25316,2014-04-25T21:20:33Z,1261.85,1717.36,0.45,51.626064,-124.142167,420939.1729719381,5720067.141991136,7,10.7,0.2,R02 R03 R34 R35 R36 R37,R02 R03 R34 R35 R36 R37,2014-04-25T21:20:33Z
Ref3,65055,2014-04-25T21:21:30Z,1099.48,1181.27,0.488,51.621245,-124.144512,420768.46336322575,5719533.757654509,8,10.8,0.1,R09 R10 R11 R12 R13 R14,R09 R10 R11 R12 R13 R14,2014-04-25T21:21:30Z
Ref6,65057,2014-04-25T21:28:06Z,995.33,628.52,9.754,51.616277,-124.146015,420655.75394169946,5718982.894357009,2,11.9,0.2,R27 R28 R29 R30,R27 R28 R29 R30,2014-04-25T21:28:06Z
Ref5,25316,2014-04-25T21:29:54Z,1262.01,1717.71,0.45,51.626067,-124.142164,420939.3858404858,5720067.472377511,8,10.7,0.6,R01 R04 R34 R35 R36 R37,R01 R34 R35 R36 R37,2014-04-25T21:29:54Z
Ref3,65055,2014-04-25T21:31:40Z,1099.56,1181.54,0.488,51.621248,-124.14451,420768.6070388482,5719534.089117923,8,10.8,0.2,R09 R10 R11 R12 R13 R14,R09 R10 R11 R12 R13 R14,2014-04-25T21:31:40Z
Ref6,65057,2014-04-25T21:37:48Z,995.39,628.39,9.754,51.616276,-124.146015,420655.7521978241,5718982.783146534,2,11.9,0.1,R27 R28 R29 R30,R27 R28 R29 R30,2014-04-25T21:37:48Z
Ref5,25316,2014-04-25T21:40:13Z,1262,1717.43,0.45,51.626064,-124.142165,420939.3114077986,5720067.139827344,8,10.7,0.3,R01 R03 R34 R35 R36 R37,R01 R34 R35 R36 R37,2014-04-25T21:40:13Z
Ref3,65055,2014-04-25T21:40:19Z,1099.59,1181.29,0.488,51.621245,-124.14451,420768.60181373055,5719533.7554861875,8,10.8,0.1,R09 R10 R11 R12 R13 R14,R09 R10 R11 R12 R13 R14,2014-04-25T21:40:19Z
Ref1,65054,2014-04-25T21:41:48Z,655.62,366.54,0.4,51.613922,-124.15092,420312.0427596606,5718726.3302539075,1,11.6,0.2,R24 R25 R26,R24 R25 R26,2014-04-25T21:41:48Z
Ref4,65053,2014-04-25T21:46:54Z,847.45,854.28,0.61,51.618306,-124.148151,420511.4176518851,5719210.861475009,2,11.8,0.8,R11 R12 R14 R16 R19 R20,R14 R16 R19 R20,2014-04-25T21:46:54Z
Ref6,65057,2014-04-25T21:48:46Z,995.55,628.49,9.754,51.616277,-124.146012,420655.9616401158,5718982.891100124,2,11.9,0.3,R27 R28 R29 R30,R27 R28 R29 R30,2014-04-25T21:48:46Z
Ref5,25316,2014-04-25T21:49:08Z,1261.83,1717.06,0.45,51.626061,-124.142167,420939.1677571677,5720066.808359074,8,10.6,0.1,R01 R03 R34 R35 R36 R37,R01 R34 R35 R36 R37,2014-04-25T21:49:08Z
Ref3,65055,2014-04-25T21:49:13Z,1099.54,1181.35,0.488,51.621246,-124.144511,420768.5343301872,5719533.867780927,8,10.8,0,R09 R10 R11 R12 R13 R14,R09 R10 R11 R12 R13 R14,2014-04-25T21:49:13Z
Ref1,65054,2014-04-25T21:53:24Z,655.74,366.42,0.4,51.613921,-124.150918,420312.1794811058,5718726.216862926,1,11.6,0.4,R24 R25 R26,R24 R25 R26,2014-04-25T21:53:24Z
Ref5,25316,2014-04-25T21:58:36Z,1261.92,1717.13,0.45,51.626061,-124.142166,420939.23697510257,5720066.8072771765,8,10.6,0,R01 R03 R34 R35 R36 R37,R01 R34 R35 R36 R37,2014-04-25T21:58:36Z
Ref3,65055,2014-04-25T21:58:38Z,1099.63,1181.06,0.488,51.621243,-124.144509,420768.6675555744,5719533.531980872,8,10.8,0.3,R09 R10 R11 R12 R13 R14,R09 R10 R11 R12 R13 R14,2014-04-25T21:58:38Z
Ref6,65057,2014-04-25T21:59:00Z,995.6,628.42,9.754,51.616276,-124.146011,420656.0291290504,5718982.778804024,2,11.9,0.3,R27 R28 R29 R30,R27 R28 R29 R30,2014-04-25T21:59:00Z
Ref1,65054,2014-04-25T22:04:53Z,655.9,366.22,0.4,51.613919,-124.150916,420312.3144512805,5718725.992261561,1,11.6,0.6,R24 R25 R26,R24 R25 R26,2014-04-25T22:04:53Z
Ref6,65057,2014-04-25T22:07:43Z,995.1,628.35,9.754,51.616276,-124.146019,420655.475266598,5718982.78748906,2,11.9,0.2,R27 R28 R29 R30,R27 R28 R29 R30,2014-04-25T22:07:43Z
Ref3,65055,2014-04-25T22:09:03Z,1099.56,1180.84,0.488,51.621241,-124.14451,420768.5948469073,5719533.310643873,8,10.8,0.5,R09 R10 R11 R12 R13 R14,R09 R10 R11 R12 R13 R14,2014-04-25T22:09:03Z
Ref5,25316,2014-04-25T22:09:09Z,1261.78,1716.97,0.45,51.62606,-124.142168,420939.09680097474,5720066.698230283,8,10.6,0.2,R01 R03 R34 R35 R36 R37,R01 R34 R35 R36 R37,2014-04-25T22:09:09Z
Ref1,65054,2014-04-25T22:16:10Z,655.55,366.39,0.4,51.613921,-124.150921,420311.97177201544,5718726.220133819,1,11.6,0.2,R24 R25 R26,R24 R25 R26,2014-04-25T22:16:10Z
Ref6,65057,2014-04-25T22:16:45Z,995.42,628.4,9.754,51.616276,-124.146014,420655.8214306311,5718982.782060905,2,11.9,0.1,R27 R28 R29 R30,R27 R28 R29 R30,2014-04-25T22:16:45Z
Ref3,65055,2014-04-25T22:18:11Z,1099.54,1181.3,0.488,51.621245,-124.144511,420768.5325884799,5719533.7565703485,8,10.8,0.1,R09 R10 R11 R12 R13 R14,R09 R10 R11 R12 R13 R14,2014-04-25T22:18:11Z
Ref5,25316,2014-04-25T22:18:32Z,1261.79,1716.98,0.45,51.62606,-124.142168,420939.09680097474,5720066.698230283,9,10.6,0.2,R01 R02 R34 R35 R36 R37,R01 R02 R34 R35 R36 R37,2014-04-25T22:18:32Z
Ref4,65053,2014-04-25T22:24:40Z,848.25,854.91,0.61,51.618312,-124.148139,420512.2588912948,5719211.51568641,1,12.8,0.3,R11 R12 R14 R16 R17 R18,R16 R17 R18,2014-04-25T22:24:40Z
Ref6,65057,2014-04-25T22:26:25Z,995.38,628.45,9.754,51.616276,-124.146015,420655.7521978241,5718982.783146534,2,11.9,0.1,R27 R28 R29 R30,R27 R28 R29 R30,2014-04-25T22:26:25Z
Ref1,65054,2014-04-25T22:27:03Z,655.85,366.93,0.4,51.613926,-124.150916,420312.32671021787,5718726.770734274,1,11.6,0.6,R24 R25 R26,R24 R25 R26,2014-04-25T22:27:03Z
Ref3,65055,2014-04-25T22:28:03Z,1099.66,1180.92,0.488,51.621242,-124.144509,420768.66581387015,5719533.420770292,6,10.8,0.5,R07 R09 R10 R11 R12 R14,R09 R10 R11 R12 R14,2014-04-25T22:28:03Z
Ref6,65057,2014-04-25T22:37:23Z,995.27,628.65,9.754,51.616278,-124.146016,420655.6864527709,5718983.006653113,2,11.9,0.3,R27 R28 R29 R30,R27 R28 R29 R30,2014-04-25T22:37:23Z
Ref5,25316,2014-04-25T22:37:55Z,1261.46,1716.93,0.45,51.62606,-124.142172,420938.8199292311,5720066.702557884,8,10.6,0.5,R01 R03 R34 R35 R36 R37,R01 R34 R35 R36 R37,2014-04-25T22:37:55Z
Ref6,65057,2014-04-25T22:47:34Z,995.5,628.52,9.754,51.616277,-124.146013,420655.8924073104,5718982.892185751,2,11.9,0.3,R27 R28 R29 R30,R27 R28 R29 R30,2014-04-25T22:47:34Z
Ref5,25316,2014-04-25T22:47:35Z,1261.9,1717.1,0.45,51.626061,-124.142166,420939.23697510257,5720066.8072771765,8,10.7,0.1,R01 R03 R34 R35 R36 R37,R01 R34 R35 R36 R37,2014-04-25T22:47:35Z
Ref1,65054,2014-04-25T22:48:47Z,655.66,367.11,0.4,51.613928,-124.150919,420312.1225037115,5718726.996425938,1,11.6,0.6,R24 R25 R26,R24 R25 R26,2014-04-25T22:48:47Z
Ref3,65055,2014-04-25T22:50:23Z,1099.38,1181,0.488,51.621243,-124.144513,420768.3906545543,5719533.536317514,8,10.8,0.4,R09 R10 R11 R12 R13 R14,R09 R10 R11 R12 R13 R14,2014-04-25T22:50:23Z
Ref6,65057,2014-04-25T22:56:13Z,995.45,628.45,9.754,51.616277,-124.146014,420655.8231745049,5718982.89327138,2,11.9,0.2,R27 R28 R29 R30,R27 R28 R29 R30,2014-04-25T22:56:13Z
Ref5,25316,2014-04-25T22:58:31Z,1262.02,1717.04,0.45,51.626061,-124.142164,420939.3754109723,5720066.805113386,8,10.7,0.1,R01 R03 R34 R35 R36 R37,R01 R34 R35 R36 R37,2014-04-25T22:58:31Z
Ref1,65054,2014-04-25T23:00:26Z,656.22,366.92,0.4,51.613926,-124.150911,420312.6728919983,5718726.765282816,1,11.6,0.9,R24 R25 R26,R24 R25 R26,2014-04-25T23:00:26Z
Ref6,65057,2014-04-25T23:05:07Z,995.4,628.42,9.754,51.616276,-124.146014,420655.8214306311,5718982.782060905,2,11.9,0.1,R27 R28 R29 R30,R27 R28 R29 R30,2014-04-25T23:05:07Z
Ref5,25316,2014-04-25T23:08:40Z,1262.04,1717.73,0.45,51.626067,-124.142164,420939.3858404858,5720067.472377511,8,10.7,0.6,R01 R03 R34 R35 R36 R37,R01 R34 R35 R36 R37,2014-04-25T23:08:40Z
Ref3,65055,2014-04-25T23:09:21Z,1099.72,1180.35,0.488,51.621237,-124.144508,420768.7263306138,5719532.8636332415,5,11.3,1.1,R09 R10 R11 R13 R14 R15,R09 R10 R11 R13 R14,2014-04-25T23:09:21Z
Ref1,65054,2014-04-25T23:12:03Z,656.34,367.17,0.4,51.613928,-124.150909,420312.8148672438,5718726.985523016,1,11.7,1.1,R24 R25 R26,R24 R25 R26,2014-04-25T23:12:03Z
Ref6,65057,2014-04-25T23:14:32Z,995.63,628.24,9.754,51.616275,-124.146011,420656.0273851811,5718982.66759355,2,11.9,0.4,R27 R28 R29 R30 R31,R27 R28 R29 R30,2014-04-25T23:14:32Z
Ref5,25316,2014-04-25T23:17:13Z,1262.14,1717.62,0.45,51.626066,-124.142163,420939.4533201607,5720067.360084931,8,10.7,0.5,R01 R03 R34 R35 R36 R37,R01 R34 R35 R36 R37,2014-04-25T23:17:13Z
Ref3,65055,2014-04-25T23:18:27Z,1099.59,1180.92,0.488,51.621242,-124.14451,420768.5965886131,5719533.421854452,6,10.8,0.5,R07 R09 R10 R11 R12 R14,R09 R10 R11 R12 R14,2014-04-25T23:18:27Z
Ref2,65056,2014-04-25T23:21:27Z,1222.11,1422.07,0.25,51.62341,-124.142741,420894.8263142433,5719772.610069548,2,13.7,1.6,R01 R03 R05 R07 R08 R10,R05 R07 R08 R10,2014-04-25T23:21:27Z
Ref1,65054,2014-04-25T23:23:32Z,655.2,366.82,0.4,51.613925,-124.150926,420311.6325953635,5718726.670426876,1,11.6,0.3,R24 R25 R26,R24 R25 R26,2014-04-25T23:23:32Z
Ref6,65057,2014-04-25T23:24:58Z,995.3,628.4,9.754,51.616276,-124.146016,420655.6829650172,5718982.784232165,2,11.9,0.1,R27 R28 R29 R30,R27 R28 R29 R30,2014-04-25T23:24:58Z
Ref5,25316,2014-04-25T23:25:56Z,1262.16,1717.49,0.45,51.626065,-124.142162,420939.52079983696,5720067.247792348,8,10.7,0.4,R01 R03 R34 R35 R36 R37,R01 R34 R35 R36 R37,2014-04-25T23:25:56Z
Ref3,65055,2014-04-25T23:28:14Z,1099.39,1181.32,0.488,51.621246,-124.144513,420768.3958796855,5719533.86994925,8,10.8,0.1,R09 R10 R11 R12 R13 R14,R09 R10 R11 R12 R13 R14,2014-04-25T23:28:14Z
Ref4,65053,2014-04-25T23:32:38Z,847.49,855.58,0.61,51.618318,-124.14815,420511.5078476842,5719212.194913286,2,12.2,0.8,R11 R12 R16 R18 R19 R20,R16 R18 R19 R20,2014-04-25T23:32:38Z
