ID,AcousticID,DateTime,X,Y,D,Lat,Long,Easting,Northing,n,HPE,HPEm,DRX,URX,DateTimeUTC
Ref6,65057,2015-04-19T22:18:24Z,1003.68,629.16,0.532,51.616283,-124.145895,420664.0723405187,5718983.431351131,3,8.6,2.5,R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-19T22:18:24Z
Ref5,25316,2015-04-19T22:23:57Z,1253.3,1705.87,9.919,51.62596,-124.14229,420930.4783685408,5720055.709160379,1,9.2,1.5,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-19T22:23:57Z
Ref6,65057,2015-04-19T22:26:54Z,999.94,625.88,0.532,51.616253,-124.145949,420660.28145626327,5718980.153656124,3,8.9,2.7,R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-19T22:26:54Z
Ref5,25316,2015-04-19T22:33:24Z,1253.08,1707.04,9.919,51.625971,-124.142293,420930.2898371872,5720056.935723959,1,9.3,0.6,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-19T22:33:24Z
Ref6,65057,2015-04-19T22:35:31Z,1003.5,628.13,0.532,51.616274,-124.145897,420663.9181816627,5718982.4326278865,3,8.6,1.5,R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-19T22:35:31Z
Ref5,25316,2015-04-19T22:43:54Z,1252.36,1706.92,9.919,51.62597,-124.142304,420929.52669994545,5720056.836415524,1,9.3,0.3,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-19T22:43:54Z
Ref6,65057,2015-04-19T22:44:20Z,1003.84,628.48,0.532,51.616277,-124.145893,420664.2003439725,5718982.761917248,3,8.6,2,R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-19T22:44:20Z
Ref5,25316,2015-04-19T22:53:11Z,1252.04,1707.08,9.919,51.625971,-124.142308,420929.25156612427,5720056.951954327,1,9.3,0.4,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-19T22:53:11Z
Ref6,65057,2015-04-19T22:53:35Z,1004.03,628.49,0.532,51.616277,-124.14589,420664.40804239095,5718982.758660711,3,8.6,2.2,R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-19T22:53:35Z
Ref5,25316,2015-04-19T23:03:23Z,1252.67,1707.02,9.919,51.625971,-124.142299,420929.8745287623,5720056.942216081,1,9.3,0.2,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-19T23:03:23Z
Ref6,65057,2015-04-19T23:03:41Z,1004.08,628.72,0.532,51.616279,-124.145889,420664.4807625642,5718982.979996151,3,8.6,2.4,R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-19T23:03:41Z
Ref5,25316,2015-04-19T23:12:03Z,1253.48,1707,9.919,51.62597,-124.142288,420930.6341891025,5720056.819103199,1,9.2,1,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-19T23:12:03Z
Ref6,65057,2015-04-19T23:12:10Z,1004.06,628.64,0.532,51.616278,-124.145889,420664.47901888064,5718982.868785676,3,8.6,2.3,R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-19T23:12:10Z
Ref6,65057,2015-04-19T23:20:44Z,1001.06,626.37,0.532,51.616258,-124.145933,420661.3979004863,5718980.692339543,3,8.8,1.5,R27 R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-19T23:20:44Z
Ref5,25316,2015-04-19T23:21:00Z,1253.13,1706.98,9.919,51.62597,-124.142293,420930.2880987409,5720056.824513274,1,9.2,0.7,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-19T23:21:00Z
Ref6,65057,2015-04-19T23:29:29Z,1001.48,626.62,0.532,51.61626,-124.145927,420661.8167849756,5718980.908247197,3,8.8,1,R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-19T23:29:29Z
Ref5,25316,2015-04-19T23:30:31Z,1252.59,1707.04,9.919,51.625971,-124.1423,420929.8053106912,5720056.943298103,1,9.3,0.2,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-19T23:30:31Z
Ref6,65057,2015-04-19T23:38:36Z,1002.17,627.07,0.532,51.616264,-124.145917,420662.5160881955,5718981.342233682,2,9.5,0.2,R28 R29 R30 R31 R38 R39,R28 R29 R30 R38,2015-04-19T23:38:36Z
Ref5,25316,2015-04-19T23:41:10Z,1252.02,1708.75,9.919,51.625986,-124.142309,420929.2084251165,5720058.621196628,1,9.4,1.7,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-19T23:41:10Z
Ref6,65057,2015-04-19T23:48:24Z,1003.48,627.97,0.532,51.616272,-124.145898,420663.8454614576,5718982.211292454,3,8.7,1.4,R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-19T23:48:24Z
Ref5,25316,2015-04-19T23:50:44Z,1252.11,1708.55,9.919,51.625984,-124.142307,420929.3433842769,5720058.396611197,1,9.4,1.4,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-19T23:50:44Z
Ref6,65057,2015-04-19T23:59:37Z,1001.81,626.84,0.532,51.616262,-124.145922,420662.16643660155,5718981.125240426,3,8.8,0.6,R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-19T23:59:37Z
Ref5,25316,2015-04-20T00:01:31Z,1252.78,1706.95,9.919,51.62597,-124.142298,420929.94200837944,5720056.829923373,1,9.3,0.4,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-20T00:01:31Z
Ref6,65057,2015-04-20T00:10:19Z,1003.29,627.88,0.532,51.616271,-124.145901,420663.6360193165,5718982.103338538,3,8.7,1.2,R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-20T00:10:19Z
Ref5,25316,2015-04-20T00:11:21Z,1252.58,1707.09,9.919,51.625971,-124.142301,420929.73609262,5720056.944380128,1,9.3,0.1,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-20T00:11:21Z
Ref6,65057,2015-04-20T00:20:00Z,1003.57,628.04,0.532,51.616273,-124.145896,420663.9856707792,5718982.320331893,3,8.6,1.5,R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-20T00:20:00Z
Ref5,25316,2015-04-20T00:22:38Z,1252.82,1706.97,9.919,51.62597,-124.142297,420930.01122645027,5720056.828841352,1,9.3,0.4,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-20T00:22:38Z
Ref6,65057,2015-04-20T00:31:00Z,1002.45,627.2,0.532,51.616265,-124.145913,420662.79476321855,5718981.449102015,3,8.7,0.1,R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-20T00:31:00Z
Ref6,65057,2015-04-20T00:41:15Z,1000.72,626.23,0.532,51.616257,-124.145938,420661.04999255633,5718980.58655684,3,8.8,1.9,R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-20T00:41:15Z
Ref5,25316,2015-04-20T00:43:26Z,1252.58,1707,9.919,51.62597,-124.142301,420929.73435416154,5720056.8331694435,1,9.3,0.2,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-20T00:43:26Z
Ref6,65057,2015-04-20T00:50:02Z,1003.53,628.54,0.532,51.616277,-124.145897,420663.9234127498,5718982.766259313,3,8.6,1.9,R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-20T00:50:02Z
Ref5,25316,2015-04-20T00:54:58Z,1252.87,1707,9.919,51.62597,-124.142296,420930.08044452296,5720056.82775933,1,9.3,0.4,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-20T00:54:58Z
Ref6,65057,2015-04-20T00:59:11Z,1002.74,630.81,0.532,51.616298,-124.145908,420663.1984698526,5718985.113620051,3,8.6,3.8,R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-20T00:59:11Z
Ref5,25316,2015-04-20T01:06:18Z,1252.68,1707.01,9.919,51.625971,-124.142299,420929.8745287623,5720056.942216081,1,9.3,0.3,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-20T01:06:18Z
Ref6,65057,2015-04-20T01:09:06Z,1001.72,627.04,0.532,51.616264,-124.145923,420662.1006912428,5718981.348746919,2,8.7,0.7,R28 R29 R30 R31 R38 R39,R28 R29 R30 R39,2015-04-20T01:09:06Z
Ref5,25316,2015-04-20T01:17:16Z,1252.78,1706.9,9.919,51.62597,-124.142298,420929.94200837944,5720056.829923373,1,9.3,0.4,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-20T01:17:16Z
Ref6,65057,2015-04-20T01:20:32Z,1002.46,627.27,0.532,51.616266,-124.145912,420662.86573975935,5718981.559226959,3,8.7,0.2,R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-20T01:20:32Z
Ref5,25316,2015-04-20T01:27:27Z,1252.47,1707.12,9.919,51.625971,-124.142302,420929.66687454894,5720056.945462154,1,9.3,0,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-20T01:27:27Z
Ref6,65057,2015-04-20T01:31:39Z,1002.12,627.05,0.532,51.616264,-124.145917,420662.5160881955,5718981.342233682,3,8.7,0.3,R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-20T01:31:39Z
Ref5,25316,2015-04-20T01:36:07Z,1252.9,1706.94,9.919,51.62597,-124.142296,420930.08044452296,5720056.82775933,1,9.3,0.5,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-20T01:36:07Z
Ref6,65057,2015-04-20T01:42:12Z,1002.2,627.16,0.532,51.616265,-124.145916,420662.58706474566,5718981.452358618,3,8.7,0.2,R27 R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-20T01:42:12Z
Ref5,25316,2015-04-20T01:45:05Z,1252.24,1707,9.919,51.62597,-124.142305,420929.4574818729,5720056.837497552,1,9.3,0.3,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-20T01:45:05Z
Ref6,65057,2015-04-20T01:51:33Z,1002.05,626.99,0.532,51.616262999999996,-124.145918,420662.4451116424,5718981.232108743,3,8.7,0.3,R27 R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-20T01:51:33Z
Ref5,25316,2015-04-20T01:54:35Z,1252.96,1706.17,9.919,51.625963,-124.142295,420930.1374934506,5720056.048202517,1,9.2,1.1,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-20T01:54:35Z
Ref6,65057,2015-04-20T02:01:52Z,1003.47,628,0.532,51.616272,-124.145898,420663.8454614576,5718982.211292454,2,8.6,1.4,R28 R29 R30 R31 R38 R39,R28 R29 R30 R39,2015-04-20T02:01:52Z
Ref5,25316,2015-04-20T02:05:13Z,1252.87,1706.12,9.919,51.625962,-124.142296,420930.0665369166,5720055.938073853,1,9.2,1.1,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-20T02:05:13Z
Ref6,65057,2015-04-20T02:10:46Z,999.34,625.25,0.532,51.616248,-124.145958,420659.64964174613,5718979.607373897,3,9,3.5,R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-20T02:10:46Z
Ref6,65057,2015-04-20T02:20:12Z,1003.29,627.83,0.532,51.616271,-124.1459,420663.70525213,5718982.102253016,3,8.7,1.2,R27 R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-20T02:20:12Z
Ref5,25316,2015-04-20T02:25:29Z,1252.33,1706.26,9.919,51.625964,-124.142304,420929.5162691675,5720056.169151415,1,9.3,0.9,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-20T02:25:29Z
Ref6,65057,2015-04-20T02:30:39Z,1002.33,627.12,0.532,51.616265,-124.145914,420662.7255303925,5718981.450187549,3,8.7,0.1,R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-20T02:30:39Z
Ref5,25316,2015-04-20T02:35:11Z,1252.88,1706.24,9.919,51.625964,-124.142296,420930.070013818,5720056.160495222,1,9.2,1,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-20T02:35:11Z
Ref6,65057,2015-04-20T02:39:51Z,1002.21,627.13,0.532,51.616265,-124.145916,420662.58706474566,5718981.452358618,3,8.7,0.2,R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-20T02:39:51Z
Ref5,25316,2015-04-20T02:46:11Z,1252.92,1706.21,9.919,51.625963,-124.142296,420930.0682753673,5720056.049284538,1,9.2,1.1,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-20T02:46:11Z
Ref6,65057,2015-04-20T02:49:51Z,1002.26,626.97,0.532,51.616262999999996,-124.145915,420662.65281012433,5718981.228852133,3,8.7,0.2,R27 R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-20T02:49:51Z
Ref5,25316,2015-04-20T02:56:27Z,1253.13,1706.12,9.919,51.625962,-124.142293,420930.2741911711,5720055.934827796,1,9.2,1.2,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-20T02:56:27Z
Ref6,65057,2015-04-20T03:01:28Z,1001.93,626.6,0.532,51.61626,-124.14592,420662.3014147967,5718980.9006483955,3,8.8,0.6,R27 R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-20T03:01:28Z
Ref5,25316,2015-04-20T03:05:16Z,1252.37,1706.46,9.919,51.625966,-124.142304,420929.5197460934,5720056.391572785,1,9.3,0.7,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-20T03:05:16Z
Ref6,65057,2015-04-20T03:12:57Z,1003.36,627.98,0.532,51.616272,-124.1459,420663.7069958302,5718982.213463494,3,8.7,1.3,R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-20T03:12:57Z
Ref5,25316,2015-04-20T03:14:32Z,1253.02,1706.19,9.919,51.625963,-124.142294,420930.20671153395,5720056.0471204985,1,9.2,1.1,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-20T03:14:32Z
Ref6,65057,2015-04-20T03:24:12Z,1002,626.78,0.532,51.616261,-124.145919,420662.3723913574,5718981.010773332,2,9.5,0.5,R28 R29 R30 R31 R38,R28 R29 R30 R38,2015-04-20T03:24:12Z
Ref5,25316,2015-04-20T03:24:38Z,1252.99,1706.41,9.919,51.625965,-124.142295,420930.140970349,5720056.270623887,1,9.2,0.9,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-20T03:24:38Z
Ref5,25316,2015-04-20T03:33:09Z,1253.29,1706.13,9.919,51.625963,-124.14229,420930.48358386545,5720056.042792432,1,9.2,1.3,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-20T03:33:09Z
Ref6,65057,2015-04-20T03:34:57Z,1003.27,627.64,0.532,51.616269,-124.145901,420663.6325319132,5718981.880917588,3,8.7,1.1,R27 R28 R29 R30 R38 R39,R28 R29 R30 R38 R39,2015-04-20T03:34:57Z
Ref5,25316,2015-04-20T03:41:47Z,1253.19,1706.24,9.919,51.625964,-124.142292,420930.3468861452,5720056.156167148,1,9.2,1.2,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-20T03:41:47Z
Ref6,65057,2015-04-20T03:44:43Z,1003.28,627.8,0.532,51.616271,-124.145901,420663.6360193165,5718982.103338538,3,8.7,1.2,R27 R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-20T03:44:43Z
Ref5,25316,2015-04-20T03:50:41Z,1253.17,1706.15,9.919,51.625963,-124.142292,420930.3451477005,5720056.044956463,1,9.2,1.2,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-20T03:50:41Z
Ref6,65057,2015-04-20T03:55:53Z,1002.11,626.8,0.532,51.616262,-124.145918,420662.44336791505,5718981.120898267,1,9.5,0.4,R28 R29 R30 R31 R38 R39,R28 R29 R30,2015-04-20T03:55:53Z
Ref5,25316,2015-04-20T04:00:04Z,1253.18,1706.26,9.919,51.625964,-124.142292,420930.3468861452,5720056.156167148,1,9.2,1.1,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-20T04:00:04Z
Ref6,65057,2015-04-20T04:06:28Z,1002.99,627.57,0.532,51.616269,-124.145905,420663.35560064024,5718981.885259682,3,8.7,0.8,R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-20T04:06:28Z
Ref5,25316,2015-04-20T04:10:29Z,1253.28,1706.15,9.919,51.625963,-124.14229,420930.48358386545,5720056.042792432,1,9.2,1.3,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-20T04:10:29Z
Ref6,65057,2015-04-20T04:15:55Z,1001.96,626.85,0.532,51.616262,-124.14592,420662.30490225746,5718981.123069345,2,9.5,0.5,R27 R28 R29 R30 R31 R38,R28 R29 R30 R38,2015-04-20T04:15:55Z
Ref5,25316,2015-04-20T04:19:36Z,1253.52,1706.12,9.919,51.625962,-124.142287,420930.6894996785,5720055.928335709,1,9.2,1.5,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-20T04:19:36Z
Ref6,65057,2015-04-20T04:26:24Z,1009.39,632.47,0.532,51.616313,-124.145812,420669.87096967,5718986.677570877,4,8.4,8.9,R27 R28 R29 R30 R31 R38 R39,R27 R28 R29 R30 R38 R39,2015-04-20T04:26:24Z
Ref6,65057,2015-04-20T04:35:39Z,1002.38,627.14,0.532,51.616265,-124.145914,420662.7255303925,5718981.450187549,3,8.7,0.1,R27 R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-20T04:35:39Z
Ref5,25316,2015-04-20T04:40:41Z,1253.45,1706.11,9.919,51.625962,-124.142288,420930.6202815936,5720055.929417721,1,9.2,1.4,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-20T04:40:41Z
Ref6,65057,2015-04-20T04:45:44Z,1002.09,626.87,0.532,51.616262,-124.145918,420662.44336791505,5718981.120898267,3,8.8,0.4,R28 R29 R30 R38 R39,R28 R29 R30 R38 R39,2015-04-20T04:45:44Z
Ref5,25316,2015-04-20T04:51:28Z,1253.04,1706.2,9.919,51.625963,-124.142294,420930.20671153395,5720056.0471204985,1,9.2,1.1,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-20T04:51:28Z
Ref6,65057,2015-04-20T04:54:12Z,1002.26,626.91,0.532,51.616262999999996,-124.145915,420662.65281012433,5718981.228852133,3,8.7,0.2,R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-20T04:54:12Z
Ref5,25316,2015-04-20T05:01:20Z,1252.7,1707.02,9.919,51.625971,-124.142299,420929.8745287623,5720056.942216081,1,9.3,0.3,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-20T05:01:20Z
Ref6,65057,2015-04-20T05:02:44Z,1001.92,626.72,0.532,51.616261,-124.14592,420662.303158527,5718981.01185887,3,8.8,0.6,R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-20T05:02:44Z
Ref6,65057,2015-04-20T05:11:24Z,1002.14,626.87,0.532,51.616262,-124.145917,420662.5126007438,5718981.119812731,3,8.7,0.3,R28 R29 R30 R38 R39,R28 R29 R30 R38 R39,2015-04-20T05:11:24Z
Ref5,25316,2015-04-20T05:12:41Z,1252.59,1707.08,9.919,51.625971,-124.1423,420929.8053106912,5720056.943298103,1,9.3,0.1,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-20T05:12:41Z
Ref6,65057,2015-04-20T05:20:20Z,1002.05,626.66,0.532,51.61626,-124.145918,420662.4398804605,5718980.898477318,2,9.5,0.5,R28 R29 R30 R31 R38,R28 R29 R30 R38,2015-04-20T05:20:20Z
Ref5,25316,2015-04-20T05:23:39Z,1252.8,1706.93,9.919,51.62597,-124.142297,420930.01122645027,5720056.828841352,1,9.3,0.4,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-20T05:23:39Z
Ref6,65057,2015-04-20T05:29:48Z,1002.05,626.85,0.532,51.616262,-124.145918,420662.44336791505,5718981.120898267,3,8.8,0.4,R27 R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-20T05:29:48Z
Ref5,25316,2015-04-20T05:33:53Z,1252.92,1706.91,9.919,51.62597,-124.142296,420930.08044452296,5720056.82775933,1,9.3,0.5,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-20T05:33:53Z
Ref6,65057,2015-04-20T05:40:20Z,1002.18,626.84,0.532,51.616262,-124.145917,420662.5126007438,5718981.119812731,3,8.8,0.3,R27 R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-20T05:40:20Z
Ref5,25316,2015-04-20T05:42:37Z,1252.62,1706.95,9.919,51.62597,-124.1423,420929.8035722342,5720056.83208742,1,9.3,0.3,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-20T05:42:37Z
Ref6,65057,2015-04-20T05:49:41Z,1002.05,626.82,0.532,51.616262,-124.145918,420662.44336791505,5718981.120898267,3,8.8,0.4,R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-20T05:49:41Z
Ref6,65057,2015-04-20T06:00:00Z,1001.99,626.61,0.532,51.61626,-124.145919,420662.3706476285,5718980.899562856,2,9.5,0.6,R28 R29 R30 R31 R38,R28 R29 R30 R38,2015-04-20T06:00:00Z
Ref5,25316,2015-04-20T06:01:32Z,1253.12,1706.27,9.919,51.625964,-124.142293,420930.2776680634,5720056.157249165,1,9.2,1.1,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-20T06:01:32Z
Ref6,65057,2015-04-20T06:08:52Z,1009.88,632.72,0.532,51.616315,-124.145805,420670.3590860459,5718986.892393795,4,8.3,9.4,R27 R28 R29 R30 R31 R38 R39,R27 R28 R29 R30 R38 R39,2015-04-20T06:08:52Z
Ref5,25316,2015-04-20T06:12:46Z,1253.15,1706.16,9.919,51.625963,-124.142292,420930.3451477005,5720056.044956463,1,9.2,1.2,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-20T06:12:46Z
Ref6,65057,2015-04-20T06:18:14Z,1001.99,626.97,0.532,51.616262999999996,-124.145919,420662.3758788151,5718981.233194281,3,8.8,0.4,R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-20T06:18:14Z
Ref6,65057,2015-04-20T06:28:35Z,1002.55,627.39,0.532,51.616267,-124.145911,420662.9367162989,5718981.669351902,3,8.7,0.4,R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-20T06:28:35Z
Ref5,25316,2015-04-20T06:33:17Z,1253.16,1706.17,9.919,51.625963,-124.142292,420930.3451477005,5720056.044956463,1,9.2,1.2,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-20T06:33:17Z
Ref6,65057,2015-04-20T06:37:33Z,1012.01,634.74,0.532,51.616333,-124.145775,420672.467451705,5718988.861619906,3,8.8,12.3,R27 R28 R29 R30 R31 R38,R27 R28 R29 R30 R38,2015-04-20T06:37:33Z
Ref6,65057,2015-04-20T06:47:05Z,1011.91,634.71,0.532,51.616333,-124.145776,420672.3982189835,5718988.862705307,3,8.9,12.2,R27 R28 R29 R30 R31 R38,R27 R28 R29 R30 R38,2015-04-20T06:47:05Z
Ref5,25316,2015-04-20T06:55:04Z,1253.23,1706.11,9.919,51.625962,-124.142291,420930.412627339,5720055.932663764,1,9.2,1.3,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-20T06:55:04Z
Ref6,65057,2015-04-20T06:57:44Z,1002.48,627.36,0.532,51.616267,-124.145912,420662.8674834777,5718981.670437433,3,8.7,0.3,R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-20T06:57:44Z
Ref5,25316,2015-04-20T07:04:33Z,1253.07,1706.27,9.919,51.625964,-124.142294,420930.2084499816,5720056.158331183,1,9.2,1.1,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-20T07:04:33Z
Ref6,65057,2015-04-20T07:07:20Z,1002.68,627.3,0.532,51.616266,-124.145909,420663.0734382277,5718981.555970367,3,8.7,0.4,R27 R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-20T07:07:20Z
Ref5,25316,2015-04-20T07:15:09Z,1252.92,1706.16,9.919,51.625963,-124.142296,420930.0682753673,5720056.049284538,1,9.2,1.1,R01 R03 R34 R35,R01 R34 R35,2015-04-20T07:15:09Z
Ref6,65057,2015-04-20T07:18:08Z,1002.03,626.7,0.532,51.616261,-124.145919,420662.3723913574,5718981.010773332,2,9.5,0.5,R28 R29 R30 R31 R38,R28 R29 R30 R38,2015-04-20T07:18:08Z
Ref5,25316,2015-04-20T07:24:36Z,1252.89,1706.24,9.919,51.625964,-124.142296,420930.070013818,5720056.160495222,1,9.2,1,R01 R03 R05 R34 R35,R01 R34 R35,2015-04-20T07:24:36Z
Ref6,65057,2015-04-20T07:28:00Z,1003.92,628.1,0.532,51.616273,-124.145891,420664.3318348384,5718982.314904321,3,8.6,1.9,R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-20T07:28:00Z
Ref5,25316,2015-04-20T07:35:09Z,1252.98,1706.14,9.919,51.625963,-124.142295,420930.1374934506,5720056.048202517,1,9.2,1.1,R01 R03 R34 R35,R01 R34 R35,2015-04-20T07:35:09Z
Ref6,65057,2015-04-20T07:39:21Z,1002.25,626.96,0.532,51.616262999999996,-124.145915,420662.65281012433,5718981.228852133,3,8.8,0.2,R28 R29 R30 R31 R38 R39,R28 R29 R30 R38 R39,2015-04-20T07:39:21Z
