Name,Latitude,Longitude,Receiver,Device_Depth,SyncTag,TagID,Start Time,STZ,End Time,ETZ,Args
R09,51.621631,-124.144757,124707,0.6,A69-1601-65088,65088,2015-04-20T22:40:23Z,0,2015-05-10T10:51:00Z,0,Derived
R09,51.62162103,-124.144758,124707,0.6,A69-1601-65088,65088,2015-04-20T22:40:23Z,0,2015-05-10T10:51:00Z,0,Derived
R10,51.62135398,-124.14335,120181,0.6,A69-1601-65069,65069,2015-04-20T22:43:53Z,0,2015-05-10T11:08:00Z,0,Derived
R10,51.62130796,-124.143384,120181,0.6,A69-1601-65069,65069,2015-04-20T22:43:53Z,0,2015-05-10T11:08:00Z,0,Derived
R11,51.62120503,-124.146348,112313,0.8,A69-1601-65080,65080,2015-04-20T22:22:34Z,0,2015-05-10T10:36:00Z,0,Derived
R11,51.62117503,-124.146334,112313,0.8,A69-1601-65080,65080,2015-04-20T22:22:34Z,0,2015-05-10T10:36:00Z,0,Derived
R11,51.62118299,-124.14636,112313,0.8,A69-1601-65080,65080,2015-04-20T22:22:34Z,0,2015-05-10T10:36:00Z,0,Derived
R12,51.62058997,-124.145084,105459,0.7,A69-1601-65077,65077,2015-04-20T22:14:07Z,0,2015-05-10T10:39:00Z,0,Derived
R12,51.62061696,-124.145103,105459,0.7,A69-1601-65077,65077,2015-04-20T22:14:07Z,0,2015-05-10T10:39:00Z,0,Derived
R13,51.62045301,-124.147006,108646,0.4,A69-1601-65082,65082,2015-04-20T22:03:54Z,0,2015-05-10T10:29:00Z,0,Derived
R13,51.62047598,-124.147065,108646,0.4,A69-1601-65082,65082,2015-04-20T22:03:54Z,0,2015-05-10T10:29:00Z,0,Derived
R13,51.62044697,-124.147083,108646,0.4,A69-1601-65082,65082,2015-04-20T22:03:54Z,0,2015-05-10T10:29:00Z,0,Derived
R14,51.619818,-124.145663,112334,0.6,A69-1601-65071,65071,2015-04-20T21:16:53Z,0,2015-05-10T10:24:00Z,0,Derived
R14,51.619847,-124.145676,112334,0.6,A69-1601-65071,65071,2015-04-20T21:16:53Z,0,2015-05-10T10:24:00Z,0,Derived
R15,51.61951398,-124.1475,480051,0.7,A69-1601-62051,62051,2015-04-20T21:10:10Z,0,2015-05-10T10:15:00Z,0,Derived
R15,51.61954399,-124.147434,480051,0.7,A69-1601-62051,62051,2015-04-20T21:10:10Z,0,2015-05-10T10:15:00Z,0,Derived
R15,51.61953603,-124.147419,480051,0.7,A69-1601-62051,62051,2015-04-20T21:10:10Z,0,2015-05-10T10:15:00Z,0,Derived
R16,51.61891703,-124.146722,112355,0.6,A69-1601-65066,65066,2015-04-20T21:02:34Z,0,2015-05-10T10:08:00Z,0,Derived
R16,51.61891099,-124.146718,112355,0.6,A69-1601-65066,65066,2015-04-20T21:02:34Z,0,2015-05-10T10:08:00Z,0,Derived
R17,51.61887403,-124.148653,108660,1.7,A69-1601-65092,65092,2015-04-20T20:53:32Z,0,2015-05-10T09:44:00Z,0,Derived
R17,51.61888501,-124.14861,108660,1.7,A69-1601-65092,65092,2015-04-20T20:53:32Z,0,2015-05-10T09:44:00Z,0,Derived
R17,51.61889004,-124.148615,108660,1.7,A69-1601-65092,65092,2015-04-20T20:53:32Z,0,2015-05-10T09:44:00Z,0,Derived
R18,51.61811404,-124.147288,119159,0.4,A69-1601-65073,65073,2015-04-20T20:41:36Z,0,2015-05-10T09:57:00Z,0,Derived
R18,51.61809602,-124.147276,119159,0.4,A69-1601-65073,65073,2015-04-20T20:41:36Z,0,2015-05-10T09:57:00Z,0,Derived
R19,51.61804698,-124.14981,112401,5,A69-1601-65075,65075,2015-04-20T20:26:12Z,0,2015-05-10T09:34:00Z,0,Derived
R19,51.61805201,-124.14979,112401,5,A69-1601-65075,65075,2015-04-20T20:26:12Z,0,2015-05-10T09:34:00Z,0,Derived
R19,51.61802896,-124.149815,112401,5,A69-1601-65075,65075,2015-04-20T20:26:12Z,0,2015-05-10T09:34:00Z,0,Derived
R20,51.61703504,-124.147874,112306,0.4,A69-1601-65067,65067,2015-04-20T20:35:58Z,0,2015-05-10T09:26:00Z,0,Derived
R20,51.61701199,-124.147875,112306,0.4,A69-1601-65067,65067,2015-04-20T20:35:58Z,0,2015-05-10T09:26:00Z,0,Derived
R21,51.61679599,-124.15203,108682,6,A69-1601-65076,65076,2015-04-19T18:39:49Z,0,2015-05-09T10:06:00Z,0,Derived
R21,51.61676397,-124.151988,108682,6,A69-1601-65076,65076,2015-04-19T18:39:49Z,0,2015-05-09T10:06:00Z,0,Derived
R22,51.61630497,-124.149908,112458,3.8,A69-1601-65081,65081,2015-04-19T18:49:54Z,0,2015-05-09T10:15:00Z,0,Derived
R22,51.61633699,-124.149848,112458,3.8,A69-1601-65081,65081,2015-04-19T18:49:54Z,0,2015-05-09T10:15:00Z,0,Derived
R27,51.61477402,-124.146854,119781,6.9,A69-1601-65070,65070,2015-04-19T19:02:00Z,0,2015-05-09T10:24:00Z,0,Derived
R27,51.61482297,-124.1468,119781,6.9,A69-1601-65070,65070,2015-04-19T19:02:00Z,0,2015-05-09T10:24:00Z,0,Derived
R28,51.61564004,-124.144938,112410,4.5,A69-1601-65065,65065,2015-04-19T19:12:02Z,0,2015-05-09T10:32:00Z,0,Derived
R28,51.61559796,-124.144917,112410,4.5,A69-1601-65065,65065,2015-04-19T19:12:02Z,0,2015-05-09T10:32:00Z,0,Derived
R29,51.61671502,-124.146237,113609,6.3,A69-1601-65074,65074,2015-04-19T19:22:39Z,0,2015-05-09T10:44:00Z,0,Derived
R29,51.61674804,-124.146231,113609,6.3,A69-1601-65074,65074,2015-04-19T19:22:39Z,0,2015-05-09T10:44:00Z,0,Derived
R30,51.61767902,-124.144047,108645,3.8,A69-1601-65068,65068,2015-04-19T19:34:28Z,0,2015-05-09T10:50:00Z,0,Derived
R30,51.61764197,-124.144055,108645,3.8,A69-1601-65068,65068,2015-04-19T19:34:28Z,0,2015-05-09T10:50:00Z,0,Derived
R31,51.619689,-124.142678,112498,1.6,A69-1601-65094,65094,2015-04-19T20:02:00Z,0,2015-05-09T11:13:00Z,0,Derived
R31,51.61963703,-124.142664,112498,1.6,A69-1601-65094,65094,2015-04-19T20:02:00Z,0,2015-05-09T11:13:00Z,0,Derived
R32,51.62058704,-124.142217,101505,0.9,A69-1601-65085,65085,2015-04-19T21:10:53Z,0,2015-05-09T11:17:00Z,0,Derived
R32,51.62059802,-124.142182,101505,0.9,A69-1601-65085,65085,2015-04-19T21:10:53Z,0,2015-05-09T11:17:00Z,0,Derived
R33,51.62142296,-124.14138,108647,4.2,A69-1601-65084,65084,2015-04-19T21:17:48Z,0,2015-05-09T11:23:00Z,0,Derived
R33,51.62142204,-124.141394,108647,4.2,A69-1601-65084,65084,2015-04-19T21:17:48Z,0,2015-05-09T11:23:00Z,0,Derived
R34,51.625672,-124.141781,108650,0.5,A69-1601-65059,65059,2015-04-19T21:54:20Z,0,2015-05-10T11:45:00Z,0,Derived
R34,51.625671,-124.141732,108650,0.5,A69-1601-65059,65059,2015-04-19T21:54:20Z,0,2015-05-10T11:45:00Z,0,Derived
R34,51.62568198,-124.141756,108650,0.5,A69-1601-65059,65059,2015-04-19T21:54:20Z,0,2015-05-10T11:45:00Z,0,Derived
R35,51.62641296,-124.141516,101501,0.4,A69-1601-65060,65060,2015-04-19T22:05:19Z,0,2015-05-10T11:56:00Z,0,Derived
R35,51.62642101,-124.141598,101501,0.4,A69-1601-65060,65060,2015-04-19T22:05:19Z,0,2015-05-10T11:56:00Z,0,Derived
R35,51.62642503,-124.141591,101501,0.4,A69-1601-65060,65060,2015-04-19T22:05:19Z,0,2015-05-10T11:56:00Z,0,Derived
R36,51.62652302,-124.14248,108657,0.3,A69-1601-65061,65061,2015-04-20T23:27:23Z,0,2015-05-09T12:13:00Z,0,Derived
R36,51.62653198,-124.142513,108657,0.3,A69-1601-65061,65061,2015-04-20T23:27:23Z,0,2015-05-09T12:13:00Z,0,Derived
R37,51.62597199,-124.142763,108644,0.2,A69-1601-65058,65058,2015-04-20T23:32:20Z,0,2015-05-09T12:05:00Z,0,Derived
R37,51.62595397,-124.142767,108644,0.2,A69-1601-65058,65058,2015-04-20T23:32:20Z,0,2015-05-09T12:05:00Z,0,Derived
R38,51.61868803,-124.143875,101499,3.4,NA,NA,2015-04-19T19:45:08Z,0,2015-05-09T11:01:00Z,0,Derived
R38,51.61870002,-124.14388,101499,3.4,NA,NA,2015-04-19T19:45:08Z,0,2015-05-09T11:01:00Z,0,Derived
R39,51.618395,-124.143078,108655,3.1,A69-1601-65083,65083,2015-04-19T19:53:39Z,0,2015-05-09T10:55:00Z,0,Derived
R39,51.61833499,-124.143069,108655,3.1,A69-1601-65083,65083,2015-04-19T19:53:39Z,0,2015-05-09T10:55:00Z,0,Derived
Ref2,51.623544,-124.142778,NA,0.7,A69-1601-65056,65056,2015-04-20T23:12:53Z,0,2015-05-10T11:29:00Z,0,Derived
Ref2,51.62353797,-124.142774,NA,0.7,A69-1601-65056,65056,2015-04-20T23:12:53Z,0,2015-05-10T11:29:00Z,0,Derived
Ref3,51.62129296,-124.144236,NA,0.7,A69-1601-65055,65055,2015-04-20T22:31:49Z,0,2015-05-10T10:50:00Z,0,Derived
Ref3,51.62126698,-124.144227,NA,0.7,A69-1601-65055,65055,2015-04-20T22:31:49Z,0,2015-05-10T10:50:00Z,0,Derived
Ref4,51.618482,-124.148186,NA,4.8,A69-1601-65053,65053,2015-04-20T20:48:44Z,0,2015-05-10T09:43:00Z,0,Derived
Ref4,51.61846097,-124.148171,NA,4.8,A69-1601-65053,65053,2015-04-20T20:48:44Z,0,2015-05-10T09:43:00Z,0,Derived
Ref5,51.62598398,-124.142314,NA,9.9,A69-1601-25316,25316,2015-04-19T21:59:38Z,0,2015-05-10T11:53:00Z,0,Derived
Ref5,51.62596998,-124.142329,NA,9.9,A69-1601-25316,25316,2015-04-19T21:59:38Z,0,2015-05-10T11:53:00Z,0,Derived
Ref5,51.62599504,-124.14231,NA,9.9,A69-1601-25316,25316,2015-04-19T21:59:38Z,0,2015-05-10T11:53:00Z,0,Derived
Ref6,51.61629098,-124.145888,NA,0.5,A69-1601-65057,65057,2015-04-19T20:53:28Z,0,2015-05-09T10:39:00Z,0,Derived
Ref6,51.61628301,-124.145911,NA,0.5,A69-1601-65057,65057,2015-04-19T20:53:28Z,0,2015-05-09T10:39:00Z,0,Derived
